管理番号,No.,都道府県,面接拠点,分野,種別,名称,募集人数,派遣先事業所住所,業務内容,案件キャッチコピー,最寄り駅,最寄り駅より車で,通勤方法,送迎バス,日勤のみフラグ,就業時間,休憩,土日休みフラグ,勤務形態・休日,入社予定日,社宅補助（契約社員）,性別,備考,勤務地市町村
A-14派生2,A-14,愛知県,,エンジニア,機械,大手自動車部品メーカー,5,愛知県豊田市西広瀬町桐ケ洞543,生産技術サポート,未経験者でもスタートできるエンジニア職！,愛知環状鉄道トヨタ市駅,自動車30分,電車・バス・自動車・バイク・自転車,有（無料）,日勤のみ,8：40～17:40,60分,土日休み,5勤2休　※祝日は出勤,即日～1月末まで,,,自動車次世代製品の開発に係るチャンス！未経験者歓迎,愛知県 豊田市
A-14派生3,A-14,愛知県,,エンジニア,機械,大手自動車部品メーカー,5,愛知県豊田市西広瀬町桐ケ洞543,生産技術サポート,未経験者でもスタートできるエンジニア職！,愛知環状鉄道トヨタ市駅,自動車30分,電車・バス・自動車・バイク・自転車,有（無料）,日勤のみ,8：40～17:40,60分,土日休み,5勤2休　※祝日は出勤,即日～1月末まで,,,自動車次世代製品の開発に係るチャンス！未経験者歓迎,愛知県 豊田市
A-14派生4,A-14,愛知県,,エンジニア,機械,大手自動車部品メーカー,5,愛知県豊田市西広瀬町桐ケ洞543,生産技術サポート,未経験者でもスタートできるエンジニア職！,愛知環状鉄道トヨタ市駅,自動車30分,電車・バス・自動車・バイク・自転車,有（無料）,日勤のみ,8：40～17:40,60分,土日休み,5勤2休　※祝日は出勤,即日～1月末まで,,,自動車次世代製品の開発に係るチャンス！未経験者歓迎,愛知県 豊田市
A-14派生5,A-14,愛知県,,エンジニア,機械,大手自動車部品メーカー,5,愛知県豊田市西広瀬町桐ケ洞543,生産技術サポート,未経験者でもスタートできるエンジニア職！,愛知環状鉄道トヨタ市駅,自動車30分,電車・バス・自動車・バイク・自転車,有（無料）,日勤のみ,8：40～17:40,60分,土日休み,5勤2休　※祝日は出勤,即日～1月末まで,,,自動車次世代製品の開発に係るチャンス！未経験者歓迎,愛知県 豊田市
A-15派生1,A-15,愛知県,,エンジニア,機械,大手自動車部品メーカー,5,愛知県豊田市西広瀬町桐ケ洞543,生産管理サポート,未経験者でもスタートできるエンジニア職！,愛知環状鉄道トヨタ市駅,自動車30分,電車・バス・自動車・バイク・自転車,有（無料）,日勤のみ,8：40～17:40,60分,土日休み,5勤2休　※祝日は出勤,即日～1月末まで,,,人気のオフィスワークでの就業！未経験者歓迎,愛知県 豊田市
A-15派生2,A-15,愛知県,,エンジニア,機械,大手自動車部品メーカー,5,愛知県豊田市西広瀬町桐ケ洞543,生産管理サポート,未経験者でもスタートできるエンジニア職！,愛知環状鉄道トヨタ市駅,自動車30分,電車・バス・自動車・バイク・自転車,有（無料）,日勤のみ,8：40～17:40,60分,土日休み,5勤2休　※祝日は出勤,即日～1月末まで,,,人気のオフィスワークでの就業！未経験者歓迎,愛知県 豊田市
A-15派生3,A-15,愛知県,,エンジニア,機械,大手自動車部品メーカー,5,愛知県豊田市西広瀬町桐ケ洞543,生産管理サポート,未経験者でもスタートできるエンジニア職！,愛知環状鉄道トヨタ市駅,自動車30分,電車・バス・自動車・バイク・自転車,有（無料）,日勤のみ,8：40～17:40,60分,土日休み,5勤2休　※祝日は出勤,即日～1月末まで,,,人気のオフィスワークでの就業！未経験者歓迎,愛知県 豊田市
A-15派生4,A-15,愛知県,,エンジニア,機械,大手自動車部品メーカー,5,愛知県豊田市西広瀬町桐ケ洞543,生産管理サポート,未経験者でもスタートできるエンジニア職！,愛知環状鉄道トヨタ市駅,自動車30分,電車・バス・自動車・バイク・自転車,有（無料）,日勤のみ,8：40～17:40,60分,土日休み,5勤2休　※祝日は出勤,即日～1月末まで,,,人気のオフィスワークでの就業！未経験者歓迎,愛知県 豊田市
A-15派生5,A-15,愛知県,,エンジニア,機械,大手自動車部品メーカー,5,愛知県豊田市西広瀬町桐ケ洞543,生産管理サポート,未経験者でもスタートできるエンジニア職！,愛知環状鉄道トヨタ市駅,自動車30分,電車・バス・自動車・バイク・自転車,有（無料）,日勤のみ,8：40～17:40,60分,土日休み,5勤2休　※祝日は出勤,即日～1月末まで,,,人気のオフィスワークでの就業！未経験者歓迎,愛知県 豊田市
A-16派生1,A-16,愛知県,,エンジニア,機械,大手自動車部品メーカー,5,愛知県豊田市西広瀬町桐ケ洞543,品質検査サポート,未経験者でもスタートできるエンジニア職！,愛知環状鉄道トヨタ市駅,自動車30分,電車・バス・自動車・バイク・自転車,有（無料）,日勤のみ,8：40～17:40,60分,土日休み,5勤2休　※祝日は出勤,即日～1月末まで,,,自動車次世代製品の開発に係るチャンス！未経験者歓迎,愛知県 豊田市
A-16派生2,A-16,愛知県,,エンジニア,機械,大手自動車部品メーカー,5,愛知県豊田市西広瀬町桐ケ洞543,品質検査サポート,未経験者でもスタートできるエンジニア職！,愛知環状鉄道トヨタ市駅,自動車30分,電車・バス・自動車・バイク・自転車,有（無料）,日勤のみ,8：40～17:40,60分,土日休み,5勤2休　※祝日は出勤,即日～1月末まで,,,自動車次世代製品の開発に係るチャンス！未経験者歓迎,愛知県 豊田市
A-16派生3,A-16,愛知県,,エンジニア,機械,大手自動車部品メーカー,5,愛知県豊田市西広瀬町桐ケ洞543,品質検査サポート,未経験者でもスタートできるエンジニア職！,愛知環状鉄道トヨタ市駅,自動車30分,電車・バス・自動車・バイク・自転車,有（無料）,日勤のみ,8：40～17:40,60分,土日休み,5勤2休　※祝日は出勤,即日～1月末まで,,,自動車次世代製品の開発に係るチャンス！未経験者歓迎,愛知県 豊田市
A-16派生4,A-16,愛知県,,エンジニア,機械,大手自動車部品メーカー,5,愛知県豊田市西広瀬町桐ケ洞543,品質検査サポート,未経験者でもスタートできるエンジニア職！,愛知環状鉄道トヨタ市駅,自動車30分,電車・バス・自動車・バイク・自転車,有（無料）,日勤のみ,8：40～17:40,60分,土日休み,5勤2休　※祝日は出勤,即日～1月末まで,,,自動車次世代製品の開発に係るチャンス！未経験者歓迎,愛知県 豊田市
A-16派生5,A-16,愛知県,,エンジニア,機械,大手自動車部品メーカー,5,愛知県豊田市西広瀬町桐ケ洞543,品質検査サポート,未経験者でもスタートできるエンジニア職！,愛知環状鉄道トヨタ市駅,自動車30分,電車・バス・自動車・バイク・自転車,有（無料）,日勤のみ,8：40～17:40,60分,土日休み,5勤2休　※祝日は出勤,即日～1月末まで,,,自動車次世代製品の開発に係るチャンス！未経験者歓迎,愛知県 豊田市
A-17派生1,A-17,愛知県,,エンジニア,機械,大手自動車部品メーカー,5,愛知県幸田町芦谷丸山5,生産技術サポート,未経験者でもスタートできるエンジニア職！,JR幸田町駅,自動車15分,電車・バス・自動車・バイク・自転車,有（無料）,日勤のみ,8：40～17:40,60分,土日休み,5勤2休　※祝日は出勤,即日～1月末まで,,,自動車次世代製品の開発に係るチャンス！未経験者歓迎,愛知県 幸田町
A-17派生2,A-17,愛知県,,エンジニア,機械,大手自動車部品メーカー,5,愛知県幸田町芦谷丸山5,生産技術サポート,未経験者でもスタートできるエンジニア職！,JR幸田町駅,自動車15分,電車・バス・自動車・バイク・自転車,有（無料）,日勤のみ,8：40～17:40,60分,土日休み,5勤2休　※祝日は出勤,即日～1月末まで,,,自動車次世代製品の開発に係るチャンス！未経験者歓迎,愛知県 幸田町
A-17派生3,A-17,愛知県,,エンジニア,機械,大手自動車部品メーカー,5,愛知県幸田町芦谷丸山5,生産技術サポート,未経験者でもスタートできるエンジニア職！,JR幸田町駅,自動車15分,電車・バス・自動車・バイク・自転車,有（無料）,日勤のみ,8：40～17:40,60分,土日休み,5勤2休　※祝日は出勤,即日～1月末まで,,,自動車次世代製品の開発に係るチャンス！未経験者歓迎,愛知県 幸田町
A-17派生4,A-17,愛知県,,エンジニア,機械,大手自動車部品メーカー,5,愛知県幸田町芦谷丸山5,生産技術サポート,未経験者でもスタートできるエンジニア職！,JR幸田町駅,自動車15分,電車・バス・自動車・バイク・自転車,有（無料）,日勤のみ,8：40～17:40,60分,土日休み,5勤2休　※祝日は出勤,即日～1月末まで,,,自動車次世代製品の開発に係るチャンス！未経験者歓迎,愛知県 幸田町
A-17派生5,A-17,愛知県,,エンジニア,機械,大手自動車部品メーカー,5,愛知県幸田町芦谷丸山5,生産技術サポート,未経験者でもスタートできるエンジニア職！,JR幸田町駅,自動車15分,電車・バス・自動車・バイク・自転車,有（無料）,日勤のみ,8：40～17:40,60分,土日休み,5勤2休　※祝日は出勤,即日～1月末まで,,,自動車次世代製品の開発に係るチャンス！未経験者歓迎,愛知県 幸田町
A-18派生1,A-18,愛知県,,エンジニア,機械,大手自動車部品メーカー,5,愛知県幸田町芦谷丸山5,生産管理サポート,未経験者でもスタートできるエンジニア職！,JR幸田町駅,自動車15分,電車・バス・自動車・バイク・自転車,有（無料）,日勤のみ,8：40～17:40,60分,土日休み,5勤2休　※祝日は出勤,即日～1月末まで,,,人気のオフィスワークでの就業！未経験者歓迎,愛知県 幸田町
A-18派生2,A-18,愛知県,,エンジニア,機械,大手自動車部品メーカー,5,愛知県幸田町芦谷丸山5,生産管理サポート,未経験者でもスタートできるエンジニア職！,JR幸田町駅,自動車15分,電車・バス・自動車・バイク・自転車,有（無料）,日勤のみ,8：40～17:40,60分,土日休み,5勤2休　※祝日は出勤,即日～1月末まで,,,人気のオフィスワークでの就業！未経験者歓迎,愛知県 幸田町
A-18派生3,A-18,愛知県,,エンジニア,機械,大手自動車部品メーカー,5,愛知県幸田町芦谷丸山5,生産管理サポート,未経験者でもスタートできるエンジニア職！,JR幸田町駅,自動車15分,電車・バス・自動車・バイク・自転車,有（無料）,日勤のみ,8：40～17:40,60分,土日休み,5勤2休　※祝日は出勤,即日～1月末まで,,,人気のオフィスワークでの就業！未経験者歓迎,愛知県 幸田町
A-18派生4,A-18,愛知県,,エンジニア,機械,大手自動車部品メーカー,5,愛知県幸田町芦谷丸山5,生産管理サポート,未経験者でもスタートできるエンジニア職！,JR幸田町駅,自動車15分,電車・バス・自動車・バイク・自転車,有（無料）,日勤のみ,8：40～17:40,60分,土日休み,5勤2休　※祝日は出勤,即日～1月末まで,,,人気のオフィスワークでの就業！未経験者歓迎,愛知県 幸田町
A-18派生5,A-18,愛知県,,エンジニア,機械,大手自動車部品メーカー,5,愛知県幸田町芦谷丸山5,生産管理サポート,未経験者でもスタートできるエンジニア職！,JR幸田町駅,自動車15分,電車・バス・自動車・バイク・自転車,有（無料）,日勤のみ,8：40～17:40,60分,土日休み,5勤2休　※祝日は出勤,即日～1月末まで,,,人気のオフィスワークでの就業！未経験者歓迎,愛知県 幸田町
A-19派生1,A-19,愛知県,,エンジニア,機械,大手自動車部品メーカー,5,愛知県幸田町芦谷丸山5,品質検査サポート,未経験者でもスタートできるエンジニア職！,JR幸田町駅,自動車15分,電車・バス・自動車・バイク・自転車,有（無料）,日勤のみ,8：40～17:40,60分,土日休み,5勤2休　※祝日は出勤,即日～1月末まで,,,自動車次世代製品の開発に係るチャンス！未経験者歓迎,愛知県 幸田町
A-19派生2,A-19,愛知県,,エンジニア,機械,大手自動車部品メーカー,5,愛知県幸田町芦谷丸山5,品質検査サポート,未経験者でもスタートできるエンジニア職！,JR幸田町駅,自動車15分,電車・バス・自動車・バイク・自転車,有（無料）,日勤のみ,8：40～17:40,60分,土日休み,5勤2休　※祝日は出勤,即日～1月末まで,,,自動車次世代製品の開発に係るチャンス！未経験者歓迎,愛知県 幸田町
A-19派生3,A-19,愛知県,,エンジニア,機械,大手自動車部品メーカー,5,愛知県幸田町芦谷丸山5,品質検査サポート,未経験者でもスタートできるエンジニア職！,JR幸田町駅,自動車15分,電車・バス・自動車・バイク・自転車,有（無料）,日勤のみ,8：40～17:40,60分,土日休み,5勤2休　※祝日は出勤,即日～1月末まで,,,自動車次世代製品の開発に係るチャンス！未経験者歓迎,愛知県 幸田町
